アルコール分,日本酒度,エキス分,総酸,アミノ酸度,甘辛度,濃淡度,精米歩合,容器,タイプ
15.659,9.094,4.667,1.11,1.3,-0.264,-0.916,67.25,紙パック,一般酒
15.283,1.12,5.056,1.294,1.41,-0.156,-1.1179999999999999,69.91,茶色瓶,一般酒
15.709,3.686,3.8209999999999997,1.194,0.882,-0.278,-0.878,68,緑色瓶,NA
14.639,5.095,4.709,0.975,1,0.015,-0.893,71,茶色瓶,一般酒
15.454,3.327,4.629,1.637,1.199,-0.256,-0.944,71.83,緑色瓶,一般酒
15.015,4.651,4.88,NA,1.002,0.002,-0.925,68.05,茶色瓶,一般酒
15.095,3.163,5.881,1.181,0.925,-0.198,-0.975,67.5,NA,一般酒
15.64,0.81,5.3629999999999995,1.532,1.342,-0.298,-0.966,68.85,茶色瓶,一般酒
14.48,4.876,4.667,1.421,1.347,-0.018,-1.066,69.12,茶色瓶,一般酒
16.288,6.379,4.31,1.263,1.333,-0.149,-0.97,71.24,紙パック,一般酒
15.772,2.958,4.184,1.463,0.74,0.249,-1.011,70.36,茶色瓶,一般酒
14.767,6.541,4.7219999999999995,NA,1.516,-0.331,-0.934,68.04,紙パック,一般酒
14.99,5.202,3.6959999999999997,1.088,1.619,-0.022,-0.946,71.17,茶色瓶,一般酒
17.069,6.783,4.723,1.514,1.5739999999999998,-0.244,-0.927,69.43,紙パック,一般酒
16.394,1.5430000000000001,4.335,1.5030000000000001,1.495,-0.276,-0.999,68.12,茶色瓶,一般酒
14.573,2.114,5.247,0.939,1.438,-0.247,-1.074,64.13,茶色瓶,一般酒
16.574,0.464,6.761,1.46,1.524,-0.124,-0.957,69.14,茶色瓶,一般酒
15.518,9.343,5.546,1.631,1.229,-0.078,-0.998,69.6,その他色瓶,一般酒
15.76,3.757,4.313,1.301,1.299,0.077,-0.867,68,茶色瓶,一般酒
14.613,1.994,4.014,1.151,0.874,-0.154,-0.903,72.37,茶色瓶,一般酒
14.062,6.814,4.453,0.962,1.336,-0.239,-0.995,68.32,茶色瓶,一般酒
14.747,2.135,4.178,1.294,0.836,0.075,-0.941,69.7,茶色瓶,一般酒
15.893,6.97,4.025,1.168,1.207,NA,-1.032,67.97,その他色瓶,一般酒
15.621,7.232,4.5440000000000005,1.293,NA,-0.102,-1.059,68.22,茶色瓶,NA
15.167,2.605,5.725,1.514,1.162,-0.007,-0.873,69.2,茶色瓶,一般酒
15.966,1.048,5.5280000000000005,0.889,1.254,-0.105,-1.024,73.29,茶色瓶,一般酒
14.759,6.943,4.621,1.104,1.788,-0.032,-0.986,71.54,茶色瓶,一般酒
14.582,6.015,5.958,1.008,1.153,-0.184,-0.937,71.9,その他色瓶,一般酒
15.336,4.381,4.949,1.396,1.637,0.106,-1.005,66.55,茶色瓶,一般酒
16.776,-0.282,2.967,1.26,1.42,0.368,-1.139,71.09,茶色瓶,一般酒
16.857,1.076,3.792,1.096,1.172,0.173,-0.881,66.78,茶色瓶,一般酒
15.371,-0.883,4.27,1.086,1.495,0.1,-1.063,72.23,紙パック,一般酒
14.069,3.781,4.781,1.143,0.915,-0.218,-1.029,65.7,茶色瓶,一般酒
15.850999999999999,1.536,4.95,0.593,1.013,0.034,-1.079,66.57,茶色瓶,一般酒
14.975999999999999,4.7,4.854,0.752,1.349,-0.184,-0.983,76.04,茶色瓶,一般酒
14.871,1.607,4.26,1.537,1.2770000000000001,0.034,-0.983,NA,茶色瓶,一般酒
14.769,3.399,4.199,0.933,1.1179999999999999,-0.058,-1.13,75.31,リターナブル瓶,一般酒
15.427,11.094,3.568,0.871,1.42,-0.042,-0.952,70.71,茶色瓶,一般酒
16.652,8.599,5.005,0.931,1.5899999999999999,-0.206,-1.018,71.41,茶色瓶,一般酒
16.58,8.904,5.296,1.186,1.231,0.075,-1.105,70.7,茶色瓶,一般酒
15.817,1.447,3.88,1.168,1.624,-0.15,-1.032,65.84,茶色瓶,一般酒
14.22,-0.684,5.247,1.248,1.517,-0.116,-1.012,70.1,緑色瓶,一般酒
15.128,4.672,4.761,1.607,1.33,-0.015,-1.089,68.66,茶色瓶,一般酒
14.51,5.012,3.697,1.207,1,-0.184,-0.858,69.29,茶色瓶,一般酒
15.189,8.931000000000001,4.849,1.3820000000000001,0.891,-0.138,-0.887,66.24,茶色瓶,NA
NA,3.332,4.933,1.323,1.102,-0.179,-1.066,66.38,茶色瓶,一般酒
15.656,2.248,4.709,1.475,0.744,-0.168,-1.131,68.09,茶色瓶,一般酒
15.403,1.528,3.974,1.1219999999999999,1.722,0.011,-0.944,71.74,紙パック,一般酒
15.1,-0.596,4.872,1.297,1.445,-0.494,-0.986,66.77,茶色瓶,一般酒
15.26,1.399,5.739,1.272,1.323,-0.204,-1.078,70.93,茶色瓶,一般酒
13.612,5.455,4.587,1.004,1.214,-0.01,-1.155,69.9,緑色瓶,一般酒
13.818999999999999,3.902,4.646,0.755,1.436,0.312,-0.916,67.78,茶色瓶,一般酒
16.034,0.396,4.618,1.536,1.446,-0.297,-0.838,34.11,緑色瓶,吟醸酒
15.928,0.826,3.635,1.42,0.629,-0.006,-0.771,27.43,茶色瓶,吟醸酒
16.329,4.617,4.864,1.554,1.072,-0.365,-0.874,23.76,緑色瓶,吟醸酒
16.492,1.689,3.8609999999999998,1.418,1.052,-0.113,-0.909,21.82,茶色瓶,吟醸酒
16.292,-2.028,3.9699999999999998,1.43,1.65,-0.238,-0.661,37.77,緑色瓶,吟醸酒
15.35,6.234,5.45,NA,1.5510000000000002,-0.436,-0.732,28.76,緑色瓶,吟醸酒
15.975,8.115,3.731,1.245,1.043,-0.335,-0.739,14.32,茶色瓶,吟醸酒
16.45,5.108,4.749,1.756,0.779,-0.161,-0.867,15.26,緑色瓶,吟醸酒
15.621,4.329,4.908,1.131,0.769,0.051,-0.736,NA,緑色瓶,吟醸酒
15.176,0.31,4.662,1.526,1.546,-0.185,-0.703,21.91,緑色瓶,吟醸酒
14.909,3.452,3.448,1.217,1.305,-0.539,-0.628,49.98,緑色瓶,吟醸酒
16.422,6.349,4.196,1.279,1.204,-0.146,-0.746,49.17,緑色瓶,吟醸酒
16.727,4.377,NA,1.193,1.48,-0.395,-0.733,45.02,リターナブル瓶,吟醸酒
15.443,3.046,4.328,1.112,0.478,-0.418,-0.741,42.55,緑色瓶,吟醸酒
15.274000000000001,8.591,4.5120000000000005,1.156,1.177,-0.546,-0.618,19.14,NA,吟醸酒
16.408,4.809,3.94,1.248,0.675,-0.328,-0.839,38.8,緑色瓶,吟醸酒
15.992,2.762,5.191,1.5819999999999999,NA,-0.425,-0.845,46.59,NA,吟醸酒
15.621,1.37,5.026,1.65,1.075,-0.245,-0.711,18.96,その他色瓶,NA
15.723,5.563,4.922,NA,0.649,-0.174,-0.637,28.6,青色瓶,吟醸酒
16.784,6.22,5.096,1.5070000000000001,1.1,-0.134,-0.832,22.5,緑色瓶,吟醸酒
15.877,5.032,4.259,1.197,1.116,-0.039,-0.617,43.66,緑色瓶,吟醸酒
14.705,8.489,4.97,1.068,1.193,0.008,-0.755,34.03,NA,吟醸酒
15.713,5.586,4.481,1.453,0.94,-0.168,-0.708,37.11,茶色瓶,吟醸酒
15.289,2.08,4.348,1.081,1.345,-0.243,-0.75,39.69,緑色瓶,吟醸酒
16.602,7.26,4.299,1.191,1.3639999999999999,-0.144,-0.704,50.53,緑色瓶,吟醸酒
NA,2.259,5.249,1.228,0.596,-0.433,-0.728,26.7,緑色瓶,吟醸酒
15.718,6.414,3.9779999999999998,1.001,1.149,-0.168,-0.73,47.21,茶色瓶,吟醸酒
15.816,5.556,4.55,2.016,1.255,-0.315,-0.814,29.39,緑色瓶,吟醸酒
15.321,1.673,4.122,1.436,0.802,-0.375,-0.733,45.52,茶色瓶,吟醸酒
16.117,1.659,4.683,1.158,1.673,-0.254,NA,21.26,緑色瓶,吟醸酒
15.97,2.028,4.892,1.2530000000000001,1.131,-0.126,-0.786,17.68,緑色瓶,吟醸酒
16.259,3.404,3.284,1.161,1.205,-0.252,-0.722,44.53,その他色瓶,吟醸酒
15.74,6.2620000000000005,3.963,1.1280000000000001,1.314,-0.377,-0.759,52.53,茶色瓶,吟醸酒
16.042,2.793,4.531,1.242,1.756,-0.371,-0.73,33.25,その他色瓶,NA
16.911,1.5979999999999999,5.013,NA,1.268,-0.318,-0.774,26.16,緑色瓶,吟醸酒
14.568999999999999,1.3860000000000001,4.976,1.194,1.12,-0.338,-0.597,35.4,緑色瓶,吟醸酒
13.967,NA,5.181,1.631,1.062,-0.131,-0.791,15.6,緑色瓶,吟醸酒
15.446,2.379,4.802,1.439,1.004,-0.532,-0.754,31.43,緑色瓶,NA
15.314,5.116,4.871,1.305,1.529,-0.397,-0.735,45.89,茶色瓶,吟醸酒
15.404,3.5300000000000002,4.86,1.037,0.91,-0.116,-0.808,55.93,緑色瓶,吟醸酒
16.267,0.947,5.16,1.125,0.851,-0.384,-0.705,33.77,緑色瓶,吟醸酒
15.315,2.434,4.163,1,1.294,-0.376,-0.795,51.38,茶色瓶,吟醸酒
16.008,6.6,3.958,1.593,1.442,-0.102,-0.669,48.28,その他色瓶,吟醸酒
14.686,4.086,3.727,1.116,NA,-0.284,-0.747,10.57,その他色瓶,吟醸酒
15.962,1.7730000000000001,4.342,1.611,0.89,-0.432,-0.815,26.29,緑色瓶,吟醸酒
16.484,1.633,2.973,0.994,1.092,-0.256,-0.684,42.98,青色瓶,吟醸酒
14.966,4.752,4.282,1.061,0.676,-0.085,-0.753,26.58,緑色瓶,吟醸酒
14.47,6.279,4.11,1.187,1.345,-0.109,-0.67,39.53,緑色瓶,吟醸酒
15.82,3.121,4.084,1.596,1.657,-0.182,-0.66,20.91,リターナブル瓶,吟醸酒
16.363,4.285,3.344,1.796,0.812,-0.134,-0.811,34.48,緑色瓶,吟醸酒
16.041,1.8900000000000001,3.7720000000000002,0.993,1.357,-0.314,-0.612,32.63,緑色瓶,吟醸酒
15.295,10.427,4.619,1.28,1.052,-0.385,-0.648,21.33,緑色瓶,吟醸酒
15.026,0.625,4.91,1.233,0.986,-0.244,-0.634,9.46,茶色瓶,吟醸酒
16.059,-0.231,3.9779999999999998,1.532,1.429,-0.235,-0.674,46.47,緑色瓶,吟醸酒
15.975,4.737,4.684,1.282,1.274,-0.417,-0.626,73.85,緑色瓶,吟醸酒
16.64,1.6909999999999998,4.992,1.19,1.45,-0.236,-0.74,10.46,緑色瓶,吟醸酒
15.251,1.842,4.708,1.139,0.938,-0.254,-0.744,62.35,茶色瓶,吟醸酒
16.091,3.976,4.589,1.124,1.514,-0.257,-0.82,25.54,緑色瓶,吟醸酒
NA,6.32,4.615,0.877,1.4689999999999999,-0.474,-0.751,52.17,リターナブル瓶,吟醸酒
15.094,11.599,5.065,1.409,1.066,-0.158,-0.656,23.9,青色瓶,吟醸酒
NA,3.765,4.871,1.171,0.895,-0.344,-0.696,52.11,その他色瓶,吟醸酒
17.225,1.911,4.862,1.135,NA,-0.394,-0.688,44.98,茶色瓶,吟醸酒
15.478,1.123,5.069,1.492,1.373,-0.349,-0.784,49.62,緑色瓶,吟醸酒
17.769,5.028,5.6899999999999995,1.5190000000000001,1.285,-0.254,-0.679,31.73,緑色瓶,吟醸酒
15.925,9.129,3.713,1.195,1.052,-0.261,-0.694,20.8,茶色瓶,吟醸酒
15.31,6.414,4.395,1.501,1.6480000000000001,-0.306,-0.831,68.83,茶色瓶,吟醸酒
15.668,8.906,3.751,1.4060000000000001,0.714,-0.249,-0.84,18.65,茶色瓶,吟醸酒
15.909,2.952,4.873,NA,1.623,-0.577,-0.69,39.05,その他色瓶,吟醸酒
15.092,5.562,4.6370000000000005,1.35,0.938,-0.247,-0.726,33.97,その他色瓶,吟醸酒
16.304,1.357,4.514,1.316,1.438,-0.369,-0.827,27.48,その他色瓶,吟醸酒
15.155,4.518,4.934,1.199,1.092,-0.408,-0.733,50.59,茶色瓶,吟醸酒
16.487,6.333,4.103,1.137,0.915,-0.426,-0.739,45.86,緑色瓶,吟醸酒
16.72,1.7229999999999999,4.092,0.997,1.329,-0.169,-0.848,25.21,緑色瓶,吟醸酒
15.829,1.839,4.994,1.353,0.558,-0.422,-0.675,43.27,緑色瓶,吟醸酒
15.241,4.132,4.265,1.418,1.115,-0.315,-0.803,41.33,緑色瓶,吟醸酒
15.22,0.134,4.271,1.51,1.182,-0.376,-0.85,25.08,その他色瓶,吟醸酒
15.153,-1.222,5.729,1.416,1.134,-0.296,-0.779,47.59,緑色瓶,吟醸酒
15.952,3.561,4.771,1.426,1.065,-0.177,-0.649,28.94,緑色瓶,吟醸酒
16.748,6.453,4.311,1.683,1.001,-0.3,-0.85,39.89,茶色瓶,吟醸酒
15.475999999999999,8.350999999999999,NA,1.359,1.568,-0.192,-0.707,38.92,その他色瓶,吟醸酒
15.86,1.244,4.298,1.411,1.545,-0.09,-0.693,39.92,茶色瓶,吟醸酒
14.398,1.168,4.705,1.102,1.2730000000000001,-0.241,-0.685,24.58,茶色瓶,吟醸酒
16.07,4.202,3.66,1.924,1.429,-0.259,-0.755,38.3,茶色瓶,吟醸酒
15.498,3.654,4.355,1.237,0.952,-0.118,-0.84,39.75,青色瓶,吟醸酒
15.266,4.9719999999999995,4.001,1.463,1.249,-0.187,-0.685,31.14,茶色瓶,吟醸酒
NA,8.149,4.958,1.459,0.953,-0.286,-0.751,21.49,その他色瓶,吟醸酒
15.882,9.387,5.043,0.909,1.311,-0.14,-0.749,30.11,青色瓶,吟醸酒
16.068,2.864,5.411,1.379,1.2570000000000001,-0.393,-0.786,21.47,緑色瓶,吟醸酒
15.058,4.694,4.515,1.516,1.008,-0.286,-0.794,15.75,緑色瓶,吟醸酒
16.714,3.273,4.1370000000000005,1.296,0.955,-0.057,-0.763,37.98,緑色瓶,吟醸酒
NA,3.491,NA,1.116,1.065,-0.284,-0.711,45.98,緑色瓶,吟醸酒
16.123,8.654,4.447,1.454,1.083,-0.184,-0.729,42.7,茶色瓶,吟醸酒
15.266,3.626,5.418,1.165,0.875,-0.183,-0.63,35.89,緑色瓶,吟醸酒
15.555,4.341,3.6879999999999997,1.657,1.418,-0.314,-0.782,26.81,その他色瓶,吟醸酒
17.14,3.606,3.7439999999999998,0.917,0.696,-0.13,-0.803,26.48,緑色瓶,吟醸酒
15.931000000000001,5.84,4.71,1.377,1.4889999999999999,-0.034,-0.796,20.75,緑色瓶,吟醸酒
16.841,5.428,3.9210000000000003,0.962,0.93,-0.414,-0.697,21.12,リターナブル瓶,吟醸酒
16.994,7.418,4.258,1.288,1.125,-0.253,-0.66,32.24,緑色瓶,吟醸酒
15.955,4.145,3.8810000000000002,1.936,1.447,-0.121,-0.757,28.43,緑色瓶,吟醸酒
15.871,-1.144,5.024,1.9340000000000002,1.062,-0.428,-0.734,13.72,茶色瓶,吟醸酒
16.466,3.524,4.639,1.102,0.688,-0.414,-0.747,32.02,緑色瓶,吟醸酒
15.952,7.407,4.194,1.234,1.1280000000000001,-0.282,-0.71,53.71,緑色瓶,吟醸酒
15.176,NA,3.31,1.4689999999999999,0.569,-0.427,-0.658,30.9,茶色瓶,吟醸酒
17.174,1.152,4.716,1.112,1.218,-0.418,-0.634,45.88,リターナブル瓶,吟醸酒
16.184,4.856,5.12,0.903,1.028,-0.211,-0.697,33.03,緑色瓶,吟醸酒
15.513,0.592,4.248,1.292,1.325,-0.238,-0.822,44.2,緑色瓶,吟醸酒
17.374,4.967,5.235,1.365,0.955,-0.356,-0.66,29.51,緑色瓶,吟醸酒
14.963,6.197,4.444,1.143,1.428,-0.478,-0.743,28.8,その他色瓶,吟醸酒
15.999,-0.315,4.97,1.251,1.409,-0.158,-0.722,31.53,緑色瓶,吟醸酒
16.587,-1.492,4.37,1.345,1.3599999999999999,-0.502,-0.721,11.93,茶色瓶,吟醸酒
15.901,-1.141,4.448,1.407,1.333,-0.369,-0.667,33.03,リターナブル瓶,吟醸酒
15.821,3.979,5.419,1.65,1.379,-0.381,-0.666,38.67,青色瓶,吟醸酒
15.923,2.291,4.358,0.889,1.315,-0.466,-0.741,32.48,青色瓶,吟醸酒
14.159,5.26,5.147,1.328,1.44,-0.225,-0.621,26.18,緑色瓶,吟醸酒
15.88,4.569,5.156,1.069,1.211,-0.394,-0.727,NA,茶色瓶,吟醸酒
16.14,5.385,4.693,1.3940000000000001,0.938,-0.097,-0.829,31.68,緑色瓶,吟醸酒
15.443,4.19,4.456,1.404,1.6099999999999999,-0.387,-0.889,18.8,青色瓶,吟醸酒
15.61,3.467,4.188,1.126,0.968,-0.031,-0.699,15.13,その他色瓶,吟醸酒
16.074,3.539,4.9350000000000005,1.15,1.161,-0.212,-0.735,49.89,その他色瓶,吟醸酒
17.3,NA,5.019,1.5550000000000002,1.043,-0.266,-0.77,64.96,緑色瓶,吟醸酒
16.247,4.085,4.569,1.45,0.699,-0.124,-0.683,44.09,緑色瓶,吟醸酒
16.335,-0.128,NA,1.214,1.432,-0.093,-0.794,38.91,その他色瓶,吟醸酒
15.484,2.091,4.667,1.476,1.351,-0.279,-0.774,36.1,その他色瓶,吟醸酒
17.39,6.153,5.593,0.989,0.895,-0.535,-0.746,47.89,緑色瓶,吟醸酒
16.331,3.536,4.354,1.167,0.975,-0.417,-0.592,36.12,緑色瓶,吟醸酒
16.181,0.918,3.799,1.309,0.676,-0.314,-0.826,12.26,緑色瓶,吟醸酒
15.438,4.481,4.886,1.009,1.231,-0.477,-0.706,38.25,青色瓶,吟醸酒
17.449,7.837,5.039,1.183,0.964,-0.206,-0.673,33.84,茶色瓶,吟醸酒
17.227,0.899,4.492,1.482,1.045,-0.202,-0.833,47.11,茶色瓶,吟醸酒
14.856,3.168,4.027,1.508,1.839,-0.299,-0.745,24.08,緑色瓶,吟醸酒
14.872,-0.647,5.252,1.157,1.041,-0.573,-0.729,29.76,緑色瓶,吟醸酒
15.582,3.947,4.328,1.11,1.67,-0.209,-0.756,20.66,茶色瓶,吟醸酒
14.987,-0.435,4.158,1.116,0.641,-0.155,-0.65,41.11,その他,吟醸酒
16.016,1.557,5.485,1.362,1.234,-0.138,-0.771,44.56,茶色瓶,吟醸酒
15.581,7.837,4.273,1.035,0.957,-0.435,-0.712,44.74,その他色瓶,吟醸酒
16.121,1.97,4.655,1.161,1.065,-0.381,-0.86,25.74,茶色瓶,吟醸酒
14.631,4.731,4.4719999999999995,1.334,2.327,-0.285,-0.43,77.42,茶色瓶,純米酒
15.544,7.76,3.782,0.965,1.295,-0.532,-0.472,73.23,茶色瓶,純米酒
16.425,NA,3.831,1.611,1.292,-0.343,-0.437,79.08,茶色瓶,純米酒
15.9,2.784,4.411,1.244,1.324,-0.725,-0.509,73.32,緑色瓶,純米酒
16.448,4.808,3.714,1.205,1.599,-0.382,-0.294,86.56,緑色瓶,純米酒
16.846,3.548,3.761,1.498,1.5659999999999998,-0.539,-0.331,72.65,茶色瓶,純米酒
16.151,4.019,4.058,1.422,1.79,-0.69,-0.528,80.17,茶色瓶,純米酒
15.168,4.827,NA,1.461,1.313,-0.22,-0.349,81.12,緑色瓶,純米酒
15.762,2.431,5.04,1.726,1.181,-0.149,-0.489,79.58,緑色瓶,純米酒
14.408,NA,4.445,1.216,1.611,-0.215,-0.401,69.25,茶色瓶,純米酒
14.998,5.627,3.755,1.967,1.645,-0.695,-0.517,74.17,茶色瓶,純米酒
15.578,3.524,3.312,1.5390000000000001,1.341,-0.638,-0.475,79.35,緑色瓶,純米酒
14.966,5.657,4.54,1.755,1.524,-0.44,-0.39,79.94,茶色瓶,NA
15.371,3.052,4.188,2.03,1.053,-0.971,-0.387,81.16,緑色瓶,純米酒
15.353,4.042,5.241,1.573,1.315,-0.771,-0.323,78.81,茶色瓶,純米酒
15.637,1.272,6.068,0.829,1.022,-0.69,-0.452,82.41,茶色瓶,純米酒
14.843,6.679,3.924,1.5859999999999999,1.379,-0.544,-0.47,74.26,茶色瓶,純米酒
15.595,4.614,4.648,1.04,0.958,-0.319,-0.431,69.44,茶色瓶,純米酒
16.804,5.949,4.083,1.673,1.642,-0.391,-0.316,74.44,緑色瓶,純米酒
16.439,-3.08,4.067,1.416,1.048,-0.445,-0.46,78.22,緑色瓶,純米酒
16.128,-0.349,5.413,1.107,1.706,-0.439,-0.485,80.57,緑色瓶,純米酒
15.529,-1.425,4.417,1.163,1.786,-0.731,-0.354,71.67,緑色瓶,NA
17.297,0.545,4.703,1.184,1.194,-0.414,-0.474,73.88,茶色瓶,純米酒
14.009,5.244,5.499,1.514,1.685,-0.495,-0.393,72.48,緑色瓶,純米酒
15.22,14.418,4.47,1.068,1.456,-0.409,-0.272,74.03,茶色瓶,純米酒
14.849,8.65,5.034,1.722,0.916,-0.658,-0.457,75.66,その他色瓶,純米酒
16.071,3.1189999999999998,4.507,1.117,1.441,-0.451,-0.551,68.21,緑色瓶,純米酒
16.612,6.588,3.7560000000000002,1.54,NA,-0.553,-0.322,72.35,緑色瓶,純米酒
15.38,0.268,5.694,1.177,1.5470000000000002,-0.281,-0.437,75.61,茶色瓶,純米酒
NA,1.266,4.59,1.274,1.599,-0.235,-0.434,73.36,青色瓶,純米酒
14.943,4.955,4.793,1.409,1.966,-0.306,-0.44,67.6,茶色瓶,純米酒
14.887,2.382,5.181,1.683,1.067,-0.609,-0.504,70.6,茶色瓶,純米酒
15.363,9.761,3.285,1.575,1.694,-0.448,-0.474,66.33,緑色瓶,純米酒
14.657,-3.238,4.869,1.5350000000000001,1.589,-0.491,-0.348,85.75,その他色瓶,純米酒
16.307,2.138,4.854,1.557,1.8820000000000001,-0.691,-0.445,71.37,紙パック,純米酒
16.523,7.183,5.184,1.206,1.3780000000000001,-0.447,-0.319,74.92,緑色瓶,純米酒
15.583,0.113,NA,1.4849999999999999,1.8399999999999999,-0.272,-0.419,77.4,緑色瓶,純米酒
15.472,0.956,4.751,1.626,1.492,-0.569,-0.366,74.42,茶色瓶,純米酒
14.827,NA,5.46,1.401,1.855,-0.7,-0.393,75.99,緑色瓶,純米酒
15.584,5.031,3.673,1.682,1.345,-0.233,-0.4,73.89,茶色瓶,純米酒
15.518,3.458,4.568,1.651,2.393,-0.678,-0.414,77.08,茶色瓶,純米酒
15.266,2.086,3.657,1.646,1.563,-0.538,-0.316,74.12,茶色瓶,純米酒
14.766,4.189,3.433,1.557,1.225,-0.408,-0.374,68.32,茶色瓶,純米酒
16.016,3.297,5.194,1.599,1.7810000000000001,-0.634,-0.431,77.21,緑色瓶,純米酒
15.875,NA,4.501,1.6720000000000002,1.534,-0.513,-0.463,86.22,茶色瓶,純米酒
15.977,-0.938,5.167,1.3679999999999999,1.9409999999999998,-0.582,-0.377,69.32,青色瓶,純米酒
15.59,2.702,3.9939999999999998,1.702,0.788,-0.448,-0.483,74.54,茶色瓶,純米酒
16.751,0.177,4.977,1.584,1.161,-0.239,-0.561,73.62,茶色瓶,NA
15.767,10.316,4.559,1.465,1.417,-0.5,-0.506,71.92,緑色瓶,純米酒
16.103,-0.205,4.743,1.55,2.084,-0.534,-0.419,82.22,その他色瓶,純米酒
14.681000000000001,0.908,3.607,1.732,1.449,NA,-0.366,72.26,茶色瓶,純米酒
15.357,3.468,3.623,1.791,1.9140000000000001,-0.403,-0.528,69.61,茶色瓶,純米酒
15.075,3.916,4.577,1.318,1.845,-0.588,-0.299,67.96,茶色瓶,純米酒
15.279,8.771,4.218,1.205,1.8719999999999999,-0.648,-0.48,66.98,緑色瓶,純米酒
14.649000000000001,5.986,4.677,1.056,1.278,-0.688,-0.465,76.98,NA,純米酒
15.396,5.629,6.081,1.669,1.905,NA,-0.435,69.75,青色瓶,純米酒
16.221,2.219,5.426,NA,1.7930000000000001,-0.188,-0.552,69.92,茶色瓶,純米酒
16.061,13.003,3.7960000000000003,0.793,1.362,-0.454,-0.421,72.13,緑色瓶,純米酒
15.009,-1.424,4.288,1.689,1.6600000000000001,-0.437,-0.535,73.92,緑色瓶,純米酒
14.276,15.109,4.419,1.043,1.545,-0.639,-0.351,74.22,緑色瓶,純米酒
15.966,7.405,4.195,1.463,1.7650000000000001,-0.489,-0.361,72.73,緑色瓶,純米酒
16.156,10.718,5.041,1.328,2.232,-0.634,-0.333,74.4,茶色瓶,純米酒
15.147,5.68,3.827,1.232,1.501,-0.47,-0.455,69.12,茶色瓶,純米酒
15.237,6.6,4.6,1.498,0.902,-0.621,NA,87.53,茶色瓶,純米酒
15.192,-0.838,5.158,0.957,1.617,-0.441,-0.326,77.01,茶色瓶,純米酒
13.943999999999999,-4.749,3.763,1.514,2.226,-0.59,-0.454,82.85,茶色瓶,純米酒
15.743,7.194,3.098,1.397,1.16,-0.331,-0.397,75.34,茶色瓶,純米酒
15.999,6.186,5.435,1.5979999999999999,0.958,-0.46,-0.299,74.04,緑色瓶,純米酒
15.411,2.758,4.435,1.639,1.617,-0.55,-0.393,75.94,緑色瓶,純米酒
15.482,2.393,4.712,NA,1.746,-0.728,-0.452,80.21,茶色瓶,純米酒
14.335,1.237,4.6899999999999995,1.41,0.83,-0.903,-0.435,74.79,茶色瓶,純米酒
15.396,3.83,5.27,1.701,1.677,-0.402,-0.512,73.81,緑色瓶,純米酒
15.414,1.655,4.193,1.3479999999999999,1.6560000000000001,-0.235,-0.522,60.57,茶色瓶,純米酒
15.589,4.986,5.665,1.414,1.454,-0.527,-0.499,78.82,茶色瓶,純米酒
16.324,4.927,3.983,1.312,1.314,-0.569,-0.438,72.61,茶色瓶,純米酒
15.032,0.21,5.091,NA,1.27,-0.682,-0.502,73.01,茶色瓶,純米酒
14.565,5.795,4.796,1.58,1.454,-0.643,-0.398,76.07,その他色瓶,純米酒
16.118,2.163,3.942,1.444,1.541,-0.51,-0.331,74.97,その他色瓶,純米酒
16.182,11.629,3.919,2.162,1.5270000000000001,-0.746,-0.478,68.22,NA,純米酒
15.577,2.646,4.959,1.196,1.665,-0.745,-0.462,67.86,その他色瓶,純米酒
15.562,6.7059999999999995,2.569,1.297,2.076,-0.462,-0.437,71,緑色瓶,純米酒
15.638,-2.302,5.051,1.351,1.732,-0.405,-0.391,75.53,茶色瓶,純米酒
15.798,6.205,4.608,1.6480000000000001,1.665,-0.59,-0.284,73.91,緑色瓶,純米酒
14.344,2.427,4.829,1.733,2.208,-0.701,-0.428,79.26,茶色瓶,純米酒
15.447,NA,5.557,1.355,1.621,-0.538,-0.51,74.07,茶色瓶,純米酒
16.276,3.446,4.32,1.7970000000000002,1.623,-0.641,-0.695,81.47,茶色瓶,純米酒
14.885,1.815,4.187,1.415,1.8679999999999999,-0.624,-0.478,76.18,茶色瓶,純米酒
14.234,2.392,5.537,1.198,1.319,-0.618,-0.36,82.4,茶色瓶,純米酒
15.633,0.997,3.888,1.54,1.802,-0.564,-0.481,80.8,その他色瓶,純米酒
15.01,2.6,3.62,1.7189999999999999,1.062,-0.254,-0.453,69.76,茶色瓶,NA
16.624,1.542,2.963,1.34,1.956,-0.714,-0.524,77.36,茶色瓶,純米酒
16.722,-1.983,4.5969999999999995,1.38,1.309,-0.732,-0.436,80.91,緑色瓶,純米酒
15.41,3.719,4.745,2.349,1.698,-0.344,-0.473,74.37,緑色瓶,純米酒
14.346,8.339,4.682,1.62,0.543,-0.629,-0.363,73.16,茶色瓶,純米酒
14.622,-0.365,4.782,1.167,1.6640000000000001,-0.481,-0.424,76.35,緑色瓶,純米酒
15.686,-1.186,5.277,1.3439999999999999,1.459,-0.273,-0.378,81.55,緑色瓶,純米酒
15.762,3.7880000000000003,4.437,1.7189999999999999,1.54,-0.707,-0.451,73.03,緑色瓶,純米酒
16.173,5.346,3.93,2.092,1.5030000000000001,-0.647,-0.513,70.01,茶色瓶,純米酒
15.683,3.958,4.981,1.463,1.267,-0.769,-0.373,79.18,緑色瓶,純米酒
14.932,11.271,4.586,1.7,1.8479999999999999,-0.496,-0.417,73.66,紙パック,純米酒
